Minute	Call Count
2023-06-23 04:12	undefined	undefined
2023-06-23 04:13	undefined	undefined
2023-06-23 04:14	undefined	undefined
2023-06-23 04:16	undefined	undefined
2023-06-23 04:17	undefined	undefined
2023-06-23 04:19	undefined	undefined
2023-06-23 04:21	undefined	undefined
2023-06-23 04:22	undefined	undefined
2023-06-23 04:23	undefined	undefined
2023-06-23 04:25	undefined	undefined
2023-06-23 04:26	undefined	undefined
2023-06-23 04:27	undefined	undefined
2023-06-23 04:28	undefined	undefined
2023-06-23 04:30	undefined	undefined
2023-06-23 04:31	undefined	undefined
2023-06-23 04:33	undefined	undefined
2023-06-23 04:34	undefined	undefined
2023-06-23 04:35	undefined	undefined
2023-06-23 04:37	undefined	undefined
2023-06-23 04:38	undefined	undefined
2023-06-23 04:39	undefined	undefined
2023-06-23 04:40	undefined	undefined
2023-06-23 04:42	undefined	undefined
2023-06-23 04:44	undefined	undefined
2023-06-23 04:46	undefined	undefined
2023-06-23 04:47	undefined	undefined
2023-06-23 04:49	undefined	undefined
2023-06-23 04:51	undefined	undefined
2023-06-23 04:56	undefined	undefined
2023-06-23 04:58	undefined	undefined
2023-06-23 04:59	undefined	undefined
2023-06-23 05:00	undefined	undefined
2023-06-23 05:01	undefined	undefined
2023-06-23 05:02	undefined	undefined
2023-06-23 05:03	undefined	undefined
2023-06-23 05:06	undefined	undefined
2023-06-23 05:08	undefined	undefined
2023-06-23 05:11	undefined	undefined
2023-06-23 05:12	undefined	undefined
2023-06-23 05:14	undefined	undefined
2023-06-23 05:15	undefined	undefined
2023-06-23 05:16	undefined	undefined
2023-06-23 05:19	undefined	undefined
2023-06-23 05:20	undefined	undefined
2023-06-23 05:24	undefined	undefined
2023-06-23 05:27	undefined	undefined
2023-06-23 05:30	undefined	undefined
2023-06-23 05:31	undefined	undefined
2023-06-23 05:32	undefined	undefined
2023-06-23 05:35	undefined	undefined
2023-06-23 05:40	undefined	undefined
2023-06-23 05:42	undefined	undefined
2023-06-23 05:43	undefined	undefined
2023-06-23 05:44	undefined	undefined
2023-06-23 05:45	undefined	undefined
2023-06-23 05:47	undefined	undefined
2023-06-23 05:49	undefined	undefined
2023-06-23 05:50	undefined	undefined
2023-06-23 05:51	undefined	undefined
2023-06-23 05:54	undefined	undefined
2023-06-23 05:55	undefined	undefined
2023-06-23 06:00	undefined	undefined
2023-06-23 06:03	undefined	undefined
2023-06-23 06:06	undefined	undefined
2023-06-23 06:15	undefined	undefined
2023-06-23 06:16	undefined	undefined
2023-06-23 06:17	undefined	undefined
2023-06-23 06:18	undefined	undefined
2023-06-23 06:19	undefined	undefined
2023-06-23 06:21	undefined	undefined
2023-06-23 06:22	undefined	undefined
2023-06-23 06:24	undefined	undefined
2023-06-23 06:25	undefined	undefined
2023-06-23 06:26	undefined	undefined
2023-06-23 06:28	undefined	undefined
2023-06-23 06:29	undefined	undefined
2023-06-23 06:30	undefined	undefined
2023-06-23 06:32	undefined	undefined
2023-06-23 06:33	undefined	undefined
2023-06-23 06:35	undefined	undefined
2023-06-23 06:38	undefined	undefined
2023-06-23 06:39	undefined	undefined
2023-06-23 06:41	undefined	undefined
2023-06-23 06:43	undefined	undefined
2023-06-23 06:44	undefined	undefined
2023-06-23 06:45	undefined	undefined
2023-06-23 06:46	undefined	undefined
2023-06-23 06:48	undefined	undefined
2023-06-23 06:49	undefined	undefined
2023-06-23 06:50	undefined	undefined
2023-06-23 06:51	undefined	undefined
2023-06-23 06:52	undefined	undefined
2023-06-23 06:53	undefined	undefined
2023-06-23 06:55	undefined	undefined
2023-06-23 06:56	undefined	undefined
2023-06-23 06:57	undefined	undefined
2023-06-23 06:58	undefined	undefined
2023-06-23 07:00	undefined	undefined
2023-06-23 07:01	undefined	undefined
2023-06-23 07:02	undefined	undefined
2023-06-23 07:03	undefined	undefined
2023-06-23 07:04	undefined	undefined
2023-06-23 07:05	undefined	undefined
2023-06-23 07:06	undefined	undefined
2023-06-23 07:09	undefined	undefined
2023-06-23 07:11	undefined	undefined
2023-06-23 07:12	undefined	undefined
2023-06-23 07:13	undefined	undefined
2023-06-23 07:14	undefined	undefined
2023-06-23 07:16	undefined	undefined
2023-06-23 07:17	undefined	undefined
2023-06-23 07:19	undefined	undefined
2023-06-23 07:20	undefined	undefined
2023-06-23 07:22	undefined	undefined
2023-06-23 07:23	undefined	undefined
2023-06-23 07:24	undefined	undefined
2023-06-23 07:26	undefined	undefined
2023-06-23 07:27	undefined	undefined
2023-06-23 07:28	undefined	undefined
2023-06-23 07:30	undefined	undefined
2023-06-23 07:31	undefined	undefined
2023-06-23 07:32	undefined	undefined
2023-06-23 07:33	undefined	undefined
2023-06-23 07:34	undefined	undefined
2023-06-23 07:36	undefined	undefined
2023-06-23 07:37	undefined	undefined
2023-06-23 07:38	undefined	undefined
2023-06-23 07:40	undefined	undefined
2023-06-23 07:41	undefined	undefined
2023-06-23 07:44	undefined	undefined
2023-06-23 07:45	undefined	undefined
2023-06-23 07:50	undefined	undefined
2023-06-23 07:51	undefined	undefined
2023-06-23 07:52	undefined	undefined
2023-06-23 07:53	undefined	undefined
2023-06-23 07:54	undefined	undefined
2023-06-23 07:55	undefined	undefined
2023-06-23 07:57	undefined	undefined
2023-06-23 07:58	undefined	undefined
2023-06-23 08:00	undefined	undefined
2023-06-23 08:01	undefined	undefined
2023-06-23 08:03	undefined	undefined
2023-06-23 08:04	undefined	undefined
2023-06-23 08:05	undefined	undefined
2023-06-23 08:06	undefined	undefined
2023-06-23 08:08	undefined	undefined
2023-06-23 08:09	undefined	undefined
2023-06-23 08:12	undefined	undefined
2023-06-23 08:15	undefined	undefined
2023-06-23 08:16	undefined	undefined
2023-06-23 08:18	undefined	undefined
2023-06-23 08:20	undefined	undefined
2023-06-23 08:21	undefined	undefined
2023-06-23 08:23	undefined	undefined
2023-06-23 08:24	undefined	undefined
2023-06-23 08:25	undefined	undefined
2023-06-23 08:26	undefined	undefined
2023-06-23 08:27	undefined	undefined
2023-06-23 08:28	undefined	undefined
2023-06-23 08:29	undefined	undefined
2023-06-23 08:30	undefined	undefined
2023-06-23 08:31	undefined	undefined
2023-06-23 08:33	undefined	undefined
2023-06-23 08:35	undefined	undefined
2023-06-23 08:36	undefined	undefined
2023-06-23 08:37	undefined	undefined
2023-06-23 08:39	undefined	undefined
2023-06-23 08:40	undefined	undefined
2023-06-23 08:42	undefined	undefined
2023-06-23 08:43	undefined	undefined
2023-06-23 08:44	undefined	undefined
2023-06-23 08:46	undefined	undefined
2023-06-23 08:47	undefined	undefined
2023-06-23 08:48	undefined	undefined
2023-06-23 08:49	undefined	undefined
2023-06-23 08:50	undefined	undefined
2023-06-23 08:51	undefined	undefined
2023-06-23 08:52	undefined	undefined
2023-06-23 08:54	undefined	undefined
2023-06-23 08:55	undefined	undefined
2023-06-23 08:56	undefined	undefined
2023-06-23 08:57	undefined	undefined
2023-06-23 08:58	undefined	undefined
2023-06-23 09:00	undefined	undefined
2023-06-23 09:01	undefined	undefined
2023-06-23 09:02	undefined	undefined
2023-06-23 09:03	undefined	undefined
2023-06-23 09:04	undefined	undefined
2023-06-23 09:05	undefined	undefined
2023-06-23 09:07	undefined	undefined
2023-06-23 09:08	undefined	undefined
2023-06-23 09:09	undefined	undefined
2023-06-23 09:10	undefined	undefined
2023-06-23 09:11	undefined	undefined
2023-06-23 09:12	undefined	undefined
2023-06-23 09:14	undefined	undefined
2023-06-23 09:15	undefined	undefined
2023-06-23 09:17	undefined	undefined
2023-06-23 09:18	undefined	undefined
2023-06-23 09:25	undefined	undefined
2023-06-23 09:27	undefined	undefined
2023-06-23 09:28	undefined	undefined
2023-06-23 09:30	undefined	undefined
2023-06-23 09:31	undefined	undefined
2023-06-23 09:35	undefined	undefined
2023-06-23 09:36	undefined	undefined
2023-06-23 09:37	undefined	undefined
2023-06-23 09:38	undefined	undefined
2023-06-23 09:39	undefined	undefined
2023-06-23 09:41	undefined	undefined
2023-06-23 09:42	undefined	undefined
2023-06-23 09:44	undefined	undefined
2023-06-23 09:45	undefined	undefined
2023-06-23 09:46	undefined	undefined
2023-06-23 09:47	undefined	undefined
2023-06-23 09:49	undefined	undefined
2023-06-23 09:50	undefined	undefined
2023-06-23 09:51	undefined	undefined
2023-06-23 09:52	undefined	undefined
2023-06-23 09:53	undefined	undefined
2023-06-23 09:55	undefined	undefined
2023-06-23 09:57	undefined	undefined
2023-06-23 09:58	undefined	undefined
2023-06-23 09:59	undefined	undefined
2023-06-23 10:00	undefined	undefined
2023-06-23 10:01	undefined	undefined
2023-06-23 10:03	undefined	undefined
2023-06-23 10:04	undefined	undefined
2023-06-23 10:06	undefined	undefined
2023-06-23 10:07	undefined	undefined
2023-06-23 10:08	undefined	undefined
2023-06-23 10:10	undefined	undefined
2023-06-23 10:11	undefined	undefined
2023-06-23 10:13	undefined	undefined
2023-06-23 10:14	undefined	undefined
2023-06-23 10:15	undefined	undefined
2023-06-23 10:16	undefined	undefined
2023-06-23 10:17	undefined	undefined
2023-06-23 10:18	undefined	undefined
2023-06-23 10:20	undefined	undefined
2023-06-23 10:21	undefined	undefined
2023-06-23 10:22	undefined	undefined
2023-06-23 10:24	undefined	undefined
2023-06-23 10:25	undefined	undefined
2023-06-23 10:27	undefined	undefined
2023-06-23 10:28	undefined	undefined
2023-06-23 10:29	undefined	undefined
2023-06-23 10:32	undefined	undefined
2023-06-23 10:34	undefined	undefined
2023-06-23 10:35	undefined	undefined
2023-06-23 10:36	undefined	undefined
2023-06-23 10:38	undefined	undefined
2023-06-23 10:39	undefined	undefined
2023-06-23 10:40	undefined	undefined
2023-06-23 10:42	undefined	undefined
2023-06-23 10:44	undefined	undefined
2023-06-23 10:45	undefined	undefined
2023-06-23 10:46	undefined	undefined
2023-06-23 10:48	undefined	undefined
2023-06-23 10:49	undefined	undefined
2023-06-23 10:50	undefined	undefined
2023-06-23 10:52	undefined	undefined
2023-06-23 10:55	undefined	undefined
2023-06-23 10:56	undefined	undefined
2023-06-23 10:57	undefined	undefined
2023-06-23 10:59	undefined	undefined
2023-06-23 11:01	undefined	undefined
2023-06-23 11:07	undefined	undefined
2023-06-23 11:08	undefined	undefined
2023-06-23 11:10	undefined	undefined
2023-06-23 11:12	undefined	undefined
2023-06-23 11:15	undefined	undefined
2023-06-23 11:16	undefined	undefined
2023-06-23 11:17	undefined	undefined
2023-06-23 11:18	undefined	undefined
2023-06-23 11:19	undefined	undefined
2023-06-23 11:22	undefined	undefined
2023-06-23 11:24	undefined	undefined
2023-06-23 11:25	undefined	undefined
2023-06-23 11:26	undefined	undefined
2023-06-23 11:28	undefined	undefined
2023-06-23 11:29	undefined	undefined
2023-06-23 11:31	undefined	undefined
2023-06-23 11:32	undefined	undefined
2023-06-23 11:33	undefined	undefined
2023-06-23 11:35	undefined	undefined
2023-06-23 11:36	undefined	undefined
2023-06-23 11:38	undefined	undefined
2023-06-23 11:39	undefined	undefined
2023-06-23 11:40	undefined	undefined
2023-06-23 11:42	undefined	undefined
2023-06-23 11:43	undefined	undefined
2023-06-23 11:44	undefined	undefined
2023-06-23 11:45	undefined	undefined
2023-06-23 11:46	undefined	undefined
2023-06-23 11:47	undefined	undefined
2023-06-23 11:48	undefined	undefined
2023-06-23 11:49	undefined	undefined
2023-06-23 11:50	undefined	undefined
2023-06-23 11:52	undefined	undefined
2023-06-23 11:53	undefined	undefined
2023-06-23 11:54	undefined	undefined
2023-06-23 11:55	undefined	undefined
2023-06-23 11:56	undefined	undefined
2023-06-23 11:58	undefined	undefined
2023-06-23 11:59	undefined	undefined
2023-06-23 12:00	undefined	undefined
2023-06-23 12:02	undefined	undefined
2023-06-23 12:04	undefined	undefined
2023-06-23 12:05	undefined	undefined
2023-06-23 12:06	undefined	undefined
2023-06-23 12:07	undefined	undefined
2023-06-23 12:08	undefined	undefined
2023-06-23 12:09	undefined	undefined
2023-06-23 12:11	undefined	undefined
2023-06-23 12:12	undefined	undefined
2023-06-23 12:13	undefined	undefined
2023-06-23 12:14	undefined	undefined
2023-06-23 12:16	undefined	undefined
2023-06-23 12:17	undefined	undefined
2023-06-23 12:19	undefined	undefined
2023-06-23 12:20	undefined	undefined
2023-06-23 12:21	undefined	undefined
2023-06-23 12:22	undefined	undefined
2023-06-23 12:23	undefined	undefined
2023-06-23 12:24	undefined	undefined
2023-06-23 12:26	undefined	undefined
2023-06-23 12:27	undefined	undefined
2023-06-23 12:28	undefined	undefined
2023-06-23 12:30	undefined	undefined
2023-06-23 12:31	undefined	undefined
2023-06-23 12:33	undefined	undefined
2023-06-23 12:34	undefined	undefined
2023-06-23 12:36	undefined	undefined
2023-06-23 12:37	undefined	undefined
2023-06-23 12:38	undefined	undefined
2023-06-23 12:40	undefined	undefined
2023-06-23 12:41	undefined	undefined
2023-06-23 12:43	undefined	undefined
2023-06-23 12:44	undefined	undefined
2023-06-23 12:46	undefined	undefined
2023-06-23 12:47	undefined	undefined
2023-06-23 12:48	undefined	undefined
2023-06-23 12:50	undefined	undefined
2023-06-23 12:52	undefined	undefined
2023-06-23 12:54	undefined	undefined
2023-06-23 12:55	undefined	undefined
2023-06-23 12:56	undefined	undefined
2023-06-23 12:58	undefined	undefined
2023-06-23 12:59	undefined	undefined
2023-06-23 13:00	undefined	undefined
2023-06-23 13:01	undefined	undefined
2023-06-23 13:02	undefined	undefined
2023-06-23 13:04	undefined	undefined
2023-06-23 13:05	undefined	undefined
2023-06-23 13:06	undefined	undefined
2023-06-23 13:08	undefined	undefined
2023-06-23 13:09	undefined	undefined
2023-06-23 13:10	undefined	undefined
2023-06-23 13:11	undefined	undefined
2023-06-23 13:12	undefined	undefined
2023-06-23 13:14	undefined	undefined
2023-06-23 13:15	undefined	undefined
2023-06-23 13:16	undefined	undefined
2023-06-23 13:17	undefined	undefined
2023-06-23 13:19	undefined	undefined
2023-06-23 13:20	undefined	undefined
2023-06-23 13:22	undefined	undefined
2023-06-23 13:23	undefined	undefined
2023-06-23 13:24	undefined	undefined
2023-06-23 13:25	undefined	undefined
2023-06-23 13:26	undefined	undefined
2023-06-23 13:30	undefined	undefined
2023-06-23 13:31	undefined	undefined
2023-06-23 13:32	undefined	undefined
2023-06-23 13:33	undefined	undefined
2023-06-23 13:34	undefined	undefined
2023-06-23 13:37	undefined	undefined
2023-06-23 13:38	undefined	undefined
2023-06-23 13:39	undefined	undefined
2023-06-23 13:40	undefined	undefined
2023-06-23 13:41	undefined	undefined
2023-06-23 13:42	undefined	undefined
2023-06-23 13:43	undefined	undefined
2023-06-23 13:44	undefined	undefined
2023-06-23 13:46	undefined	undefined
2023-06-23 13:47	undefined	undefined
2023-06-23 13:48	undefined	undefined
2023-06-23 13:50	undefined	undefined
2023-06-23 13:51	undefined	undefined
2023-06-23 13:53	undefined	undefined
2023-06-23 13:55	undefined	undefined
2023-06-23 13:56	undefined	undefined
2023-06-23 13:57	undefined	undefined
2023-06-23 13:58	undefined	undefined
2023-06-23 14:00	undefined	undefined
2023-06-23 14:01	undefined	undefined
2023-06-23 14:03	undefined	undefined
2023-06-23 14:04	undefined	undefined
2023-06-23 14:06	undefined	undefined
2023-06-23 14:07	undefined	undefined
2023-06-23 14:08	undefined	undefined
2023-06-23 14:09	undefined	undefined
2023-06-23 14:10	undefined	undefined
2023-06-23 14:11	undefined	undefined
2023-06-23 14:12	undefined	undefined
2023-06-23 14:14	undefined	undefined
2023-06-23 14:16	undefined	undefined
2023-06-23 14:18	undefined	undefined
2023-06-23 14:19	undefined	undefined
2023-06-23 14:22	undefined	undefined
2023-06-23 14:23	undefined	undefined
2023-06-23 14:24	undefined	undefined
2023-06-23 14:25	undefined	undefined
2023-06-23 14:26	undefined	undefined
2023-06-23 14:27	undefined	undefined
2023-06-23 14:28	undefined	undefined
2023-06-23 14:29	undefined	undefined
2023-06-23 14:32	undefined	undefined
2023-06-23 14:34	undefined	undefined
2023-06-23 14:35	undefined	undefined
2023-06-23 14:37	undefined	undefined
2023-06-23 14:38	undefined	undefined
2023-06-23 14:39	undefined	undefined
2023-06-23 14:40	undefined	undefined
2023-06-23 14:43	undefined	undefined
2023-06-23 14:45	undefined	undefined
2023-06-23 14:47	undefined	undefined
2023-06-23 14:48	undefined	undefined
2023-06-23 14:51	undefined	undefined
2023-06-23 14:53	undefined	undefined
2023-06-23 14:54	undefined	undefined
2023-06-23 14:56	undefined	undefined
2023-06-23 14:57	undefined	undefined
2023-06-23 14:58	undefined	undefined
2023-06-23 15:00	undefined	undefined
2023-06-23 15:01	undefined	undefined
2023-06-23 15:02	undefined	undefined
2023-06-23 15:03	undefined	undefined
2023-06-23 15:04	undefined	undefined
2023-06-23 15:05	undefined	undefined
2023-06-23 15:07	undefined	undefined
2023-06-23 15:09	undefined	undefined
2023-06-23 15:10	undefined	undefined
2023-06-23 15:11	undefined	undefined
2023-06-23 15:12	undefined	undefined
2023-06-23 15:14	undefined	undefined
2023-06-23 15:15	undefined	undefined
2023-06-23 15:17	undefined	undefined
2023-06-23 15:18	undefined	undefined
2023-06-23 15:19	undefined	undefined
2023-06-23 15:21	undefined	undefined
2023-06-23 15:23	undefined	undefined
2023-06-23 15:24	undefined	undefined
2023-06-23 15:25	undefined	undefined
2023-06-23 15:27	undefined	undefined
2023-06-23 15:28	undefined	undefined
2023-06-23 15:31	undefined	undefined
2023-06-23 15:34	undefined	undefined
2023-06-23 15:35	undefined	undefined
2023-06-23 15:36	undefined	undefined
2023-06-23 15:37	undefined	undefined
2023-06-23 15:38	undefined	undefined
2023-06-23 15:39	undefined	undefined
2023-06-23 15:40	undefined	undefined
2023-06-23 15:41	undefined	undefined
2023-06-23 15:42	undefined	undefined
2023-06-23 15:43	undefined	undefined
2023-06-23 15:45	undefined	undefined
2023-06-23 15:46	undefined	undefined
2023-06-23 15:47	undefined	undefined
2023-06-23 15:49	undefined	undefined
2023-06-23 15:50	undefined	undefined
2023-06-23 15:51	undefined	undefined
2023-06-23 15:52	undefined	undefined
2023-06-23 15:53	undefined	undefined
2023-06-23 15:55	undefined	undefined
2023-06-23 16:01	undefined	undefined
2023-06-23 16:03	undefined	undefined
2023-06-23 16:04	undefined	undefined
2023-06-23 16:06	undefined	undefined
2023-06-23 16:07	undefined	undefined
2023-06-23 16:09	undefined	undefined
2023-06-23 16:10	undefined	undefined
2023-06-23 16:11	undefined	undefined
2023-06-23 16:13	undefined	undefined
2023-06-23 16:14	undefined	undefined
2023-06-23 16:15	undefined	undefined
2023-06-23 16:22	undefined	undefined
2023-06-23 16:23	undefined	undefined
2023-06-23 16:45	undefined	undefined
2023-06-23 16:47	undefined	undefined
2023-06-23 16:48	undefined	undefined
2023-06-23 16:52	undefined	undefined
2023-06-23 16:53	undefined	undefined
2023-06-23 16:59	undefined	undefined
2023-06-23 17:07	undefined	undefined
2023-06-23 17:10	undefined	undefined
2023-06-23 17:19	undefined	undefined
2023-06-23 17:20	undefined	undefined
2023-06-23 17:37	undefined	undefined
2023-06-23 17:41	undefined	undefined
2023-06-23 17:42	undefined	undefined
2023-06-23 17:55	undefined	undefined
2023-06-23 17:58	undefined	undefined
2023-06-23 18:01	undefined	undefined
2023-06-23 18:07	undefined	undefined
2023-06-23 18:08	undefined	undefined
2023-06-23 18:21	undefined	undefined
2023-06-23 18:22	undefined	undefined
2023-06-23 18:31	undefined	undefined
2023-06-23 18:46	undefined	undefined
2023-06-23 18:52	undefined	undefined
2023-06-23 19:00	undefined	undefined
2023-06-23 19:01	undefined	undefined
2023-06-23 19:02	undefined	undefined
2023-06-23 19:04	undefined	undefined
2023-06-23 19:06	undefined	undefined
2023-06-23 19:10	undefined	undefined
2023-06-23 19:20	undefined	undefined
2023-06-23 19:21	undefined	undefined
2023-06-23 19:23	undefined	undefined
2023-06-23 19:24	undefined	undefined
2023-06-23 19:26	undefined	undefined
2023-06-23 19:28	undefined	undefined
2023-06-23 19:36	undefined	undefined
2023-06-23 19:37	undefined	undefined
2023-06-23 19:47	undefined	undefined
2023-06-23 19:51	undefined	undefined
2023-06-23 20:01	undefined	undefined
2023-06-23 20:02	undefined	undefined
2023-06-23 20:20	undefined	undefined
2023-06-23 20:21	undefined	undefined
2023-06-23 20:22	undefined	undefined
2023-06-23 20:25	undefined	undefined
2023-06-23 20:26	undefined	undefined
2023-06-23 20:27	undefined	undefined
2023-06-23 20:28	undefined	undefined
2023-06-23 20:36	undefined	undefined
2023-06-23 20:38	undefined	undefined
2023-06-23 20:39	undefined	undefined
2023-06-23 20:40	undefined	undefined
2023-06-23 20:41	undefined	undefined
2023-06-23 20:42	undefined	undefined
2023-06-23 20:44	undefined	undefined
2023-06-23 20:47	undefined	undefined
2023-06-23 20:48	undefined	undefined
2023-06-23 20:49	undefined	undefined
2023-06-23 20:50	undefined	undefined
2023-06-23 20:51	undefined	undefined
2023-06-23 20:52	undefined	undefined
2023-06-23 20:53	undefined	undefined
2023-06-23 20:54	undefined	undefined
2023-06-23 20:55	undefined	undefined
2023-06-23 20:56	undefined	undefined
2023-06-23 20:57	undefined	undefined
2023-06-23 20:59	undefined	undefined
2023-06-23 21:00	undefined	undefined
2023-06-23 21:01	undefined	undefined
2023-06-23 21:02	undefined	undefined
2023-06-23 21:03	undefined	undefined
2023-06-23 21:04	undefined	undefined
2023-06-23 21:05	undefined	undefined
2023-06-23 21:06	undefined	undefined
2023-06-23 21:07	undefined	undefined
2023-06-23 21:10	undefined	undefined
2023-06-23 21:11	undefined	undefined
2023-06-23 21:12	undefined	undefined
2023-06-23 21:13	undefined	undefined
2023-06-23 21:15	undefined	undefined
2023-06-23 21:16	undefined	undefined
2023-06-23 21:17	undefined	undefined
2023-06-23 21:18	undefined	undefined
2023-06-23 21:19	undefined	undefined
2023-06-23 21:20	undefined	undefined
2023-06-23 21:21	undefined	undefined
2023-06-23 21:22	undefined	undefined
2023-06-23 21:24	undefined	undefined
2023-06-23 21:25	undefined	undefined
2023-06-23 21:27	undefined	undefined
2023-06-23 21:33	undefined	undefined
2023-06-23 21:39	undefined	undefined
2023-06-23 21:40	undefined	undefined
2023-06-23 21:45	undefined	undefined
2023-06-23 21:48	undefined	undefined
2023-06-23 21:49	undefined	undefined
2023-06-23 21:50	undefined	undefined
2023-06-23 21:53	undefined	undefined
2023-06-23 21:54	undefined	undefined
2023-06-23 21:55	undefined	undefined
2023-06-23 21:57	undefined	undefined
2023-06-23 21:58	undefined	undefined
2023-06-23 21:59	undefined	undefined
2023-06-23 22:00	undefined	undefined
2023-06-23 22:01	undefined	undefined
2023-06-23 22:03	undefined	undefined
2023-06-23 22:04	undefined	undefined
2023-06-23 22:05	undefined	undefined
2023-06-23 22:07	undefined	undefined
2023-06-23 22:09	undefined	undefined
2023-06-23 22:13	undefined	undefined
2023-06-23 22:15	undefined	undefined
2023-06-23 22:16	undefined	undefined
2023-06-23 22:18	undefined	undefined
2023-06-23 22:22	undefined	undefined
2023-06-23 22:25	undefined	undefined
2023-06-23 22:28	undefined	undefined
2023-06-23 22:29	undefined	undefined
2023-06-23 22:31	undefined	undefined
2023-06-23 22:32	undefined	undefined
2023-06-23 22:35	undefined	undefined
2023-06-23 22:36	undefined	undefined
2023-06-23 22:37	undefined	undefined
2023-06-23 22:38	undefined	undefined
2023-06-23 22:41	undefined	undefined
2023-06-23 22:44	undefined	undefined
2023-06-23 22:47	undefined	undefined
2023-06-23 22:50	undefined	undefined
2023-06-23 22:53	undefined	undefined
2023-06-23 22:57	undefined	undefined
2023-06-23 22:59	undefined	undefined
2023-06-23 23:02	undefined	undefined
2023-06-23 23:05	undefined	undefined
2023-06-23 23:08	undefined	undefined
2023-06-23 23:11	undefined	undefined
2023-06-23 23:14	undefined	undefined
2023-06-23 23:17	undefined	undefined
2023-06-23 23:20	undefined	undefined
2023-06-23 23:23	undefined	undefined
2023-06-23 23:26	undefined	undefined
2023-06-23 23:29	undefined	undefined
2023-06-23 23:32	undefined	undefined
2023-06-23 23:35	undefined	undefined
2023-06-23 23:38	undefined	undefined
2023-06-23 23:41	undefined	undefined
2023-06-23 23:44	undefined	undefined
2023-06-23 23:47	undefined	undefined
2023-06-23 23:48	undefined	undefined
2023-06-23 23:49	undefined	undefined
2023-06-23 23:51	undefined	undefined
2023-06-23 23:54	undefined	undefined
2023-06-23 23:58	undefined	undefined
2023-06-24 00:00	undefined	undefined
2023-06-24 00:01	undefined	undefined
2023-06-24 00:04	undefined	undefined
2023-06-24 00:06	undefined	undefined
2023-06-24 00:09	undefined	undefined
2023-06-24 00:12	undefined	undefined
2023-06-24 00:13	undefined	undefined
2023-06-24 00:14	undefined	undefined
2023-06-24 00:16	undefined	undefined
2023-06-24 00:19	undefined	undefined
2023-06-24 00:21	undefined	undefined
2023-06-24 00:23	undefined	undefined
2023-06-24 00:25	undefined	undefined
2023-06-24 00:26	undefined	undefined
2023-06-24 00:27	undefined	undefined
2023-06-24 00:30	undefined	undefined
2023-06-24 00:32	undefined	undefined
2023-06-24 00:33	undefined	undefined
2023-06-24 00:34	undefined	undefined
2023-06-24 00:36	undefined	undefined
2023-06-24 00:38	undefined	undefined
2023-06-24 00:40	undefined	undefined
2023-06-24 00:44	undefined	undefined
2023-06-24 00:48	undefined	undefined
2023-06-24 00:49	undefined	undefined
2023-06-24 00:53	undefined	undefined
2023-06-24 00:54	undefined	undefined
2023-06-24 00:55	undefined	undefined
2023-06-24 00:57	undefined	undefined
2023-06-24 01:00	undefined	undefined
2023-06-24 01:02	undefined	undefined
2023-06-24 01:05	undefined	undefined
2023-06-24 01:07	undefined	undefined
2023-06-24 01:10	undefined	undefined
2023-06-24 01:12	undefined	undefined
2023-06-24 01:14	undefined	undefined
2023-06-24 01:16	undefined	undefined
2023-06-24 01:17	undefined	undefined
2023-06-24 01:18	undefined	undefined
2023-06-24 01:19	undefined	undefined
2023-06-24 01:21	undefined	undefined
2023-06-24 01:24	undefined	undefined
2023-06-24 01:26	undefined	undefined
2023-06-24 01:28	undefined	undefined
2023-06-24 01:29	undefined	undefined
2023-06-24 01:30	undefined	undefined
2023-06-24 01:32	undefined	undefined
2023-06-24 01:33	undefined	undefined
2023-06-24 01:34	undefined	undefined
2023-06-24 01:37	undefined	undefined
2023-06-24 01:39	undefined	undefined
2023-06-24 01:41	undefined	undefined
2023-06-24 01:43	undefined	undefined
2023-06-24 01:44	undefined	undefined
2023-06-24 01:45	undefined	undefined
2023-06-24 01:46	undefined	undefined
2023-06-24 01:47	undefined	undefined
2023-06-24 01:48	undefined	undefined
2023-06-24 01:49	undefined	undefined
2023-06-24 01:50	undefined	undefined
2023-06-24 01:51	undefined	undefined
2023-06-24 01:52	undefined	undefined
2023-06-24 01:54	undefined	undefined
2023-06-24 01:57	undefined	undefined
2023-06-24 01:59	undefined	undefined
2023-06-24 02:01	undefined	undefined
2023-06-24 02:02	undefined	undefined
2023-06-24 02:04	undefined	undefined
2023-06-24 02:07	undefined	undefined
2023-06-24 02:08	undefined	undefined
2023-06-24 02:11	undefined	undefined
2023-06-24 02:12	undefined	undefined
2023-06-24 02:14	undefined	undefined
2023-06-24 02:16	undefined	undefined
2023-06-24 02:18	undefined	undefined
2023-06-24 02:23	undefined	undefined
2023-06-24 02:25	undefined	undefined
2023-06-24 02:27	undefined	undefined
2023-06-24 02:29	undefined	undefined
2023-06-24 02:31	undefined	undefined
2023-06-24 02:32	undefined	undefined
2023-06-24 02:35	undefined	undefined
2023-06-24 02:36	undefined	undefined
2023-06-24 02:37	undefined	undefined
2023-06-24 02:38	undefined	undefined
2023-06-24 02:41	undefined	undefined
2023-06-24 02:43	undefined	undefined
2023-06-24 02:44	undefined	undefined
2023-06-24 02:47	undefined	undefined
2023-06-24 02:48	undefined	undefined
2023-06-24 02:51	undefined	undefined
2023-06-24 02:52	undefined	undefined
2023-06-24 02:53	undefined	undefined
2023-06-24 02:55	undefined	undefined
